SSN,Longitude,Latitude,Country,Site,Cluster,Profile,Depth,Clay_8um,CORG,pH,Alox,Feox,Caex,MAT,MAP,PET,CIA,LandCover
icr038281,39.62487411,11.28295994,Ethiopia,Kutaber,10,10,Topsoil,38.16,0.64,6.75,0.3227398,0.4665005,35.63,15.89583331,959,1747,97.49504725,Cropland
icr038288,39.61332703,11.30606174,Ethiopia,Kutaber,11,5,Topsoil,45.84,1.08,6.9,0.2171581,0.4447372,27.04,16.6916666,949,1793,65.79329179,Cropland
icr038291,39.61445999,11.30276012,Ethiopia,Kutaber,11,7,Topsoil,48.128,3.7,6.8,0.262425,0.196203,34.81,16.6916666,949,1793,83.8320427,Other
icr038293,39.61410522,11.30659771,Ethiopia,Kutaber,11,8,Topsoil,60.981,2.78,6.42,0.1794933,0.4961009,29.64,16.6916666,949,1793,72.57097807,Grassland
icr038298,39.61647797,11.30432987,Ethiopia,Kutaber,11,11,Subsoil,75.586,1.12,6.85,0.1809448,0.3615623,29.61,16.6916666,949,1793,75.55796101,Grassland
icr038299,39.61781311,11.33362484,Ethiopia,Kutaber,12,1,Topsoil,69.931,1.35,6.89,0.1479324,0.1633062,30.8,18.44999989,976,1870,87.72339661,Cropland
icr038300,39.61781311,11.33362484,Ethiopia,Kutaber,12,1,Subsoil,64.774,0.36,6.82,0.1123921,0.1453682,35.51,18.44999989,976,1870,72.91235367,Cropland
icr038301,39.62189102,11.33065033,Ethiopia,Kutaber,12,3,Topsoil,28.978,1.03,7.05,0.2209436,0.202412,19.45,18.5,979,1870,61.71074661,Other
icr038302,39.61585617,11.33428001,Ethiopia,Kutaber,12,6,Topsoil,66.258,0.54,7.68,0.1159195,0.1098726,37.73,17.58333329,960,1838,85.52465093,Cropland
icr038303,39.61585617,11.33428001,Ethiopia,Kutaber,12,6,Subsoil,45.289,0.3,7.7,0.0948791,0.0895801,45.07,17.58333329,960,1838,88.81853161,Cropland
icr038304,39.61941528,11.32842255,Ethiopia,Kutaber,12,7,Topsoil,55.383,2.32,7.2,0.2039319,0.2285816,24.11,18.5,979,1870,65.0769947,Cropland
icr038315,39.6438942,11.26556778,Ethiopia,Kutaber,13,2,Subsoil,32.642,0.66,7.28,0.4370195,0.2935448,38.15,16.18333326,972,1752,84.71541105,Other
icr038320,39.64165115,11.26411533,Ethiopia,Kutaber,13,5,Topsoil,41.479,2.25,6.77,0.3962232,0.8086696,30.96,16.05416658,972,1746,75.92151778,Grassland
icr038342,39.63768768,11.28715706,Ethiopia,Kutaber,14,6,Subsoil,38.127,1.28,6.34,0.623913,0.3884152,48.87,16.49583322,957,1777,84.42199065,Other
icr038345,39.63334274,11.2850647,Ethiopia,Kutaber,14,9,Topsoil,47.614,2.54,6.39,0.467272,0.7506878,34.55,16.49583322,957,1777,84.53045814,Other
icr038354,39.64080811,11.30164337,Ethiopia,Kutaber,15,2,Subsoil,74.714,1.07,6.84,0.3117238,0.6174236,35.94,18.01250001,980,1843,96.0077649,Cropland
icr038356,39.63808823,11.30553532,Ethiopia,Kutaber,15,3,Subsoil,75.647,1.57,6.8,0.3161352,0.3750366,38.19,18.01250001,980,1843,79.80060993,Cropland
icr038357,39.6415329,11.30902004,Ethiopia,Kutaber,15,4,Topsoil,83.853,1.24,6.85,0.2981047,0.684095,33.71,18.41666663,980,1865,81.71325577,Cropland
icr038363,39.64486313,11.30963326,Ethiopia,Kutaber,15,8,Topsoil,73.146,2.31,6.84,0.301822,0.4272662,24.64,18.4083333,980,1865,75.04279936,Other
icr038365,39.63801956,11.30990791,Ethiopia,Kutaber,15,9,Subsoil,57.71,0.81,7.11,0.3548759,0.4783898,35.69,18.41666663,980,1865,96.11231488,Cropland
icr038368,39.64373779,11.32898712,Ethiopia,Kutaber,16,1,Topsoil,73.901,2.64,6.93,0.1614027,0.2869546,25.65,19.13749993,978,1899,75.44416255,Cropland
icr038372,39.64253235,11.32746029,Ethiopia,Kutaber,16,3,Subsoil,85.576,1.23,6.91,0.2414671,0.3779956,45.33,19.13749993,978,1899,92.19061316,Cropland
icr038377,39.6425705,11.33200264,Ethiopia,Kutaber,16,6,Topsoil,90.232,1.41,7.14,0.2301024,0.2612248,40,19.13749993,978,1899,90.32888669,Cropland
icr038380,39.64739227,11.3283577,Ethiopia,Kutaber,16,7,Subsoil,73.309,2.18,7.05,0.2123328,0.2955195,28.75,19.13749993,978,1899,75.36184316,Cropland
icr038381,39.63970947,11.32842255,Ethiopia,Kutaber,16,8,Topsoil,83.178,1.36,7.01,0.2672038,0.4979203,32.11,18.79583327,977,1891,91.61976571,Cropland
icr038384,39.64631653,11.32600784,Ethiopia,Kutaber,16,9,Subsoil,71.288,1.39,7.18,0.2213245,0.2272775,26.28,19.13749993,978,1899,79.33273106,Cropland
icr041647,39.50997162,-2.66407991,Kenya,Marafa,1,5,Topsoil,77.716,1.06,8.18,0.1766477,0.0619794,22.24,25.95833349,719,1900,80.88291998,Grassland
icr041648,39.50997162,-2.66407991,Kenya,Marafa,1,5,Subsoil,64.025,0.71,8.36,0.1730149,0.0634314,17.07,25.95833349,719,1900,78.16533978,Grassland
icr041649,39.51161194,-2.6607151,Kenya,Marafa,1,6,Topsoil,89.245,0.9,7.99,0.1851742,0.0637281,16.21,25.95833349,719,1900,81.04703346,Other
icr041650,39.51161194,-2.6607151,Kenya,Marafa,1,6,Subsoil,68.946,0.59,8.06,0.1566465,0.0593239,16.68,25.95833349,719,1900,77.11992253,Other
icr041651,39.51070786,-2.6586051,Kenya,Marafa,1,7,Topsoil,73.943,0.83,8.11,0.1589373,0.0758901,13.95,25.95833349,719,1900,80.7960881,Other
icr041655,39.50802612,-2.66217709,Kenya,Marafa,1,9,Topsoil,35.14,0.85,8.02,0.1283703,0.0501322,14.31,25.9749999,720,1900,76.55682309,Other
icr041656,39.50802612,-2.66217709,Kenya,Marafa,1,9,Subsoil,50.325,0.55,8.04,0.1486363,0.0608299,14.66,25.9749999,720,1900,78.12207433,Other
icr041662,39.51226425,-2.64317703,Kenya,Marafa,2,2,Subsoil,81.226,0.69,7.99,0.2123841,0.1089354,21.53,26.00416668,717,1897,79.64347807,Other
icr041664,39.51545334,-2.64683795,Kenya,Marafa,2,3,Subsoil,91.479,0.65,8.33,0.2538086,0.11261,24.35,26.00416668,717,1897,78.73089751,Grassland
icr041673,39.51857376,-2.64259291,Kenya,Marafa,2,8,Topsoil,91.82,0.83,8.27,0.2085046,0.0958073,22.58,25.98333327,714,1898,78.80790821,Grassland
icr041679,39.51435852,-2.62334704,Kenya,Marafa,3,1,Topsoil,58.4675,0.77,8.08,0.1160654,0.1337863,7.79,26.0041666,720,1897,78.62290019,Other
icr041680,39.51435852,-2.62334704,Kenya,Marafa,3,1,Subsoil,71.9215,0.51,7.85,0.1352712,0.1470846,9.04,26.0041666,720,1897,79.61312417,Other
icr041685,39.51054382,-2.62896204,Kenya,Marafa,3,4,Topsoil,86.949,0.87,7.48,0.2305505,0.124382,21.52,26.00416668,720,1894,77.36535551,Other
icr041686,39.51054382,-2.62896204,Kenya,Marafa,3,4,Subsoil,82.34,0.57,7.69,0.20203,0.0930716,21.82,26.00416668,720,1894,78.6265255,Other
icr041710,39.51678467,-2.60083795,Kenya,Marafa,4,6,Subsoil,65.293,0.52,8.1,0.1122355,0.0922514,6.54,26.01249981,713,1905,81.33768717,Other
icr041715,39.5104,-2.60339,Kenya,Marafa,4,10,Topsoil,40.768,0.51,8.03,0.0771244,0.0788391,4.94,26.00833313,715,1900,78.99156105,Other
icr041717,39.51690674,-2.59802008,Kenya,Marafa,4,14,Topsoil,55.194,0.47,7.43,0.0626314,0.043048,6.91,26.01249973,711,1905,75.85461485,Other
icr041724,39.54109573,-2.66864991,Kenya,Marafa,5,4,Subsoil,56.693,0.5,8.26,0.1256056,0.0396637,16.17,25.98333343,712,1901,82.59525625,Other
icr041733,39.53305054,-2.66813493,Kenya,Marafa,5,9,Topsoil,57.254,0.97,7.93,0.1440164,0.0525607,17.12,25.95833325,716,1905,78.89982285,Other
icr041734,39.53305054,-2.66813493,Kenya,Marafa,5,9,Subsoil,38.233,0.55,7.99,0.1290499,0.0499973,16.49,25.95833325,716,1905,80.91518547,Other
icr041735,39.53683472,-2.66476798,Kenya,Marafa,5,10,Topsoil,46.583,0.81,8.26,0.1585302,0.0537517,16.44,25.97083338,715,1898,80.80397166,Other
icr041738,39.5369606,-2.66439509,Kenya,Marafa,5,15,Subsoil,50.779,0.49,8.09,0.149772,0.0555391,16.83,25.97083338,715,1898,77.96708054,Other
icr041740,39.5366745,-2.64416289,Kenya,Marafa,6,1,Subsoil,32.43,0.57,8.19,0.0936142,0.0373996,14.71,25.94166676,717,1889,80.40921166,Other
icr041741,39.53113174,-2.64257693,Kenya,Marafa,6,2,Topsoil,41.316,0.77,8.48,0.1244114,0.0386418,15.74,25.96249994,712,1897,82.61858435,Other
icr041743,39.5369339,-2.64700794,Kenya,Marafa,6,3,Topsoil,62.173,1.04,8.19,0.1434965,0.0497748,16.76,25.94166676,717,1889,79.5170439,Other
icr041744,39.5369339,-2.64700794,Kenya,Marafa,6,3,Subsoil,63.682,0.88,8.17,0.1646562,0.059585,19.83,25.94166676,717,1889,82.04896872,Other
icr041746,39.53770828,-2.64481998,Kenya,Marafa,6,4,Subsoil,35.488,0.62,7.28,0.14015,0.0534497,19.24,25.94166676,717,1889,83.73461436,Other
icr041747,39.53397369,-2.64816809,Kenya,Marafa,6,5,Topsoil,60.363,0.83,8.08,0.130963,0.0472343,19.62,25.94166676,717,1889,82.9276324,Other
icr041748,39.53397369,-2.64816809,Kenya,Marafa,6,5,Subsoil,46.847,0.59,8.39,0.1190975,0.0457634,17.42,25.94166676,717,1889,84.50198018,Other
icr041755,39.53847122,-2.6453979,Kenya,Marafa,6,9,Topsoil,48.031,0.77,8.23,0.0974347,0.0340262,15.55,25.94166676,717,1889,79.71886208,Other
icr041758,39.53464127,-2.64472699,Kenya,Marafa,6,10,Subsoil,38.461,0.74,8.3,0.1166161,0.0505395,18.08,25.94166676,717,1889,83.12575677,Other
icr041765,39.53572845,-2.6262219,Kenya,Marafa,7,4,Topsoil,78.496,1.02,8.01,0.1890933,0.0784908,23.1,25.98749987,720,1896,77.02457302,Other
icr041766,39.53572845,-2.6262219,Kenya,Marafa,7,4,Subsoil,74.733,0.65,8.22,0.2098537,0.0896767,23.13,25.98749987,720,1896,82.86949088,Other
icr041777,39.53594971,-2.62308502,Kenya,Marafa,7,12,Topsoil,43.459,0.83,8.12,0.2003328,0.1020226,20.11,25.99999992,716,1902,76.08741624,Other
icr041778,39.53594971,-2.62308502,Kenya,Marafa,7,12,Subsoil,86.687,0.59,8.09,0.165249,0.0701084,19.22,25.99999992,716,1902,76.45826549,Other
icr041786,39.5368042,-2.59779692,Kenya,Marafa,8,4,Subsoil,77.031,0.43,7.52,0.1084285,0.0860397,9.05,25.98750019,707,1900,76.52229306,Other
icr041789,39.53932953,-2.59726691,Kenya,Marafa,8,6,Topsoil,38.815,0.42,6.88,0.0664799,0.0666666,4.76,25.98750019,707,1900,80.2043048,Other
icr041790,39.53932953,-2.59726691,Kenya,Marafa,8,6,Subsoil,74.165,0.49,6.89,0.0980885,0.0736721,7.7,25.98750019,707,1900,77.99681832,Other
icr041798,39.53313828,-2.59879303,Kenya,Marafa,8,10,Subsoil,59.16,0.5,6.93,0.1234421,0.0974099,14.77,25.99166656,711,1899,81.00977453,Other
icr041808,39.55497742,-2.66573501,Kenya,Marafa,9,5,Subsoil,92.224,0.31,8.62,0.2508066,0.0786407,24.9,26.0041666,713,1894,77.95493751,Grassland
icr041812,39.55369949,-2.67034698,Kenya,Marafa,9,7,Subsoil,87.137,0.41,8.26,0.2486628,0.0741532,27.28,25.99166663,713,1893,80.89095575,Grassland
icr041813,39.56113434,-2.67021704,Kenya,Marafa,9,8,Topsoil,55.77,0.58,8.34,0.1366746,0.0623438,15.67,25.96250002,714,1896,80.95632897,Other
icr041820,39.55010605,-2.64218307,Kenya,Marafa,10,1,Subsoil,81.3915,0.47,8.06,0.2146048,0.0748523,30.84,26.00833344,713,1888,78.38067409,Grassland
icr041821,39.55173874,-2.63905001,Kenya,Marafa,10,2,Topsoil,65.117,0.55,8.19,0.175147,0.0688157,18.32,26.00000008,717,1886,82.51494386,Other
icr041824,39.55432129,-2.63965702,Kenya,Marafa,10,3,Subsoil,57.259,0.46,8.37,0.1447391,0.0538034,16.65,26.00000008,717,1886,79.36606037,Other
icr041825,39.553936,-2.64367008,Kenya,Marafa,10,4,Topsoil,87.751,0.57,8.51,0.1718422,0.0683481,17.01,26.00833344,713,1888,79.17508683,Other
icr041826,39.553936,-2.64367008,Kenya,Marafa,10,4,Subsoil,87.393,0.36,8.73,0.1858845,0.0733512,14.08,26.00833344,713,1888,75.27121854,Other
icr041830,39.55449295,-2.63949299,Kenya,Marafa,10,8,Topsoil,55.437,0.48,8.32,0.1200666,0.0417365,14.29,26.00000008,717,1886,82.80084959,Other
icr041833,39.55495834,-2.6380949,Kenya,Marafa,10,9,Subsoil,43.847,0.34,8.6,0.1250977,0.0403134,14.63,26.00000008,717,1886,77.97299152,Other
icr041834,39.55670929,-2.64161205,Kenya,Marafa,10,10,Topsoil,88.787,0.61,8.28,0.2199029,0.0905567,19.79,26.00000008,717,1886,80.29934011,Other
icr041837,39.55711746,-2.64194989,Kenya,Marafa,10,11,Subsoil,75.285,0.52,8.48,0.2347087,0.0952416,20.53,26.00833344,713,1888,80.27137605,Other
icr041838,39.55268478,-2.61965704,Kenya,Marafa,11,1,Topsoil,45.1145,0.69,8.18,0.1083474,0.0409453,15.25,25.9333334,715,1889,79.0241235,Other
icr041841,39.5581665,-2.623662,Kenya,Marafa,11,3,Subsoil,27.767,0.48,8.56,0.1248072,0.0455281,14.33,25.9333334,715,1889,78.12028944,Other
icr041847,39.55427933,-2.62125707,Kenya,Marafa,11,6,Subsoil,56.928,0.7,8.09,0.1273353,0.0550495,17.59,25.9333334,715,1889,82.0633465,Other
icr041853,39.55697632,-2.62124491,Kenya,Marafa,11,9,Subsoil,50.349,0.64,8.34,0.1522543,0.059641,16.66,25.9333334,715,1889,80.02430296,Other
icr041854,39.55393219,-2.62520289,Kenya,Marafa,11,10,Topsoil,37.766,0.91,8.5,0.1165552,0.0392271,15.75,25.96250017,719,1886,87.26716082,Other
icr041859,39.56488037,-2.60102701,Kenya,Marafa,12,1,Subsoil,52.0115,0.36,8.33,0.1479463,0.0758301,15.46,25.95833333,712,1887,76.55846752,Other
icr041861,39.55875015,-2.59593701,Kenya,Marafa,12,2,Subsoil,79.145,0.53,7.77,0.1882089,0.1248357,17.49,25.97916675,714,1885,80.85563781,Other
icr041865,39.56385422,-2.59962797,Kenya,Marafa,12,4,Subsoil,38.518,0.41,8.04,0.1197402,0.0791812,7.5,25.97916675,714,1885,76.84426956,Other
icr041868,39.56362152,-2.60097003,Kenya,Marafa,12,6,Topsoil,39.253,0.43,7.96,0.166447,0.1206633,9.7,25.95833333,712,1887,77.49497524,Other
icr041873,39.5618515,-2.59714508,Kenya,Marafa,12,9,Subsoil,70.276,0.57,8,0.1500674,0.0764744,16.51,25.97916675,714,1885,80.5698808,Other
icr041878,39.57624435,-2.66731191,Kenya,Marafa,13,1,Topsoil,61.733,1.1,8.08,0.1267337,0.0484292,15.45,25.91250006,716,1885,77.63120876,Other
icr041879,39.57624435,-2.66731191,Kenya,Marafa,13,1,Subsoil,42.739,0.6,7.91,0.104186,0.0418774,17.92,25.91250006,716,1885,79.1846631,Other
icr041881,39.58127594,-2.66644502,Kenya,Marafa,13,2,Subsoil,55.282,0.7,8.17,0.1429062,0.0967474,12.32,25.91666659,718,1885,82.35448423,Other
icr041882,39.58322906,-2.66728807,Kenya,Marafa,13,3,Topsoil,41.58,1.25,6.86,0.0883992,0.049324,12.69,25.91250006,716,1885,81.35773701,Other
icr041885,39.5775795,-2.66719294,Kenya,Marafa,13,4,Subsoil,55.614,0.65,8.68,0.123992,0.052881,12,25.91250006,716,1885,80.65796245,Other
icr041890,39.58213043,-2.66427994,Kenya,Marafa,13,7,Topsoil,39.26,1,7.88,0.0937482,0.0738001,13.25,25.91666659,718,1885,86.2329443,Other
icr041891,39.58213043,-2.66427994,Kenya,Marafa,13,7,Subsoil,41.457,0.56,8.44,0.0969776,0.0732162,12.82,25.91666659,718,1885,85.62550692,Other
icr041894,39.58296967,-2.66805506,Kenya,Marafa,13,9,Subsoil,35.249,0.34,8.62,0.1092586,0.0395108,12.81,25.91250006,716,1885,78.20481138,Other
icr041896,39.57842255,-2.66499496,Kenya,Marafa,13,10,Subsoil,37.553,0.7,8.05,0.1214968,0.0610058,1.4,25.91666659,718,1885,82.97840061,Other
icr041898,39.57897949,-2.64556789,Kenya,Marafa,14,2,Topsoil,66.6375,0.43,7.49,0.133134,0.1204776,0.53,25.97916675,713,1880,79.4419013,Other
icr041899,39.57897949,-2.64556789,Kenya,Marafa,14,2,Subsoil,58.774,0.39,4.81,0.1090755,0.1013152,11.08,25.97916675,713,1880,86.70795443,Other
icr041901,39.58192444,-2.64873505,Kenya,Marafa,14,3,Subsoil,42.76,0.39,4.44,0.1346512,0.1279146,11.46,25.97916675,713,1880,89.18927712,Other
icr041903,39.57959366,-2.65227699,Kenya,Marafa,14,4,Subsoil,42.533,0.56,8.15,0.1203629,0.0757752,5.66,25.95416665,716,1885,85.21927836,Other
icr041904,39.57764053,-2.64657807,Kenya,Marafa,14,5,Topsoil,45.853,0.75,8.05,0.1018291,0.0410065,3.25,25.97916675,713,1880,79.98924861,Other
icr041905,39.57764053,-2.64657807,Kenya,Marafa,14,5,Subsoil,40.956,0.55,8.17,0.1123148,0.045292,1.04,25.97916675,713,1880,81.3377386,Other
icr041907,39.58128738,-2.64917207,Kenya,Marafa,14,6,Subsoil,47.02,0.44,6.85,0.1135647,0.1090369,17.13,25.97916675,713,1880,84.79495547,Other
icr041911,39.57997131,-2.64423299,Kenya,Marafa,14,8,Subsoil,48.745,0.43,5.76,0.0961194,0.126837,15.24,25.97916675,713,1880,80.68037469,Other
icr041912,39.58238602,-2.64897203,Kenya,Marafa,14,9,Topsoil,32.335,0.53,5.35,0.0968325,0.1042782,1.4,25.97916675,713,1880,87.29071028,Other
icr041914,39.57638168,-2.64766312,Kenya,Marafa,14,10,Topsoil,33.939,0.6,8.18,0.1471129,0.0687998,12.04,25.97916675,713,1880,83.53466669,Other
icr041917,39.57837296,-2.62140799,Kenya,Marafa,15,2,Topsoil,41.982,0.77,7.71,0.1166388,0.0602986,12.5,25.99583332,710,1886,74.2388992,Other
icr041922,39.58454895,-2.62732792,Kenya,Marafa,15,4,Subsoil,88.259,0.47,8.36,0.3277833,0.1235768,24.8,25.99583348,717,1880,80.19837735,Grassland
icr041924,39.58230591,-2.62408996,Kenya,Marafa,15,5,Subsoil,47.386,0.31,8.58,0.1331812,0.0738001,10.49,25.99583332,710,1886,75.74945681,Other
icr041925,39.5766983,-2.62611699,Kenya,Marafa,15,6,Topsoil,47.093,0.6,8.17,0.1333288,0.0634664,7.07,26.01666657,714,1882,78.40459467,Other
icr041926,39.5766983,-2.62611699,Kenya,Marafa,15,6,Subsoil,51.884,0.33,8.6,0.142801,0.066231,10.35,26.01666657,714,1882,73.99045663,Other
icr041928,39.58036423,-2.62097192,Kenya,Marafa,15,7,Subsoil,42.846,0.38,7.93,0.1190433,0.0697716,9.43,25.99583332,710,1886,80.77909811,Other
icr041932,39.58159637,-2.62583804,Kenya,Marafa,15,9,Subsoil,87.666,0.7,8.4,0.2734845,0.1175101,24.47,26.01666657,714,1882,79.74673987,Other
icr041938,39.58398056,-2.60261798,Kenya,Marafa,16,3,Subsoil,48.92,0.53,8.23,0.0963352,0.0453855,16.29,25.89166665,721,1886,81.3224078,Other
icr041940,39.58224487,-2.60025811,Kenya,Marafa,16,4,Subsoil,38.807,0.5,8.29,0.0928559,0.045039,13.16,25.9000001,720,1883,80.28190511,Other
icr041990,35.77409744,-1.75653505,Kenya,Morijo,1,2,Subsoil,61.927,1.48,8.13,0.2652638,0.2167859,39.19,16.46666684,865,1589,89.30750932,Other
icr041992,35.7769928,-1.75783205,Kenya,Morijo,1,4,Topsoil,64.085,2.15,7.46,0.1670053,0.169174,29.21,16.41666673,864,1582,90.94915622,Grassland
icr041993,35.7769928,-1.75783205,Kenya,Morijo,1,4,Subsoil,74.7,1.44,7.95,0.184258,0.1402451,40.27,16.41666673,864,1582,92.43317122,Grassland
icr041998,35.56818771,-1.75728798,Kenya,Morijo,1,7,Subsoil,81.51,1.32,7.34,0.2036244,0.2236743,30.16,16.91249996,835,1655,87.29464389,Grassland
icr041999,35.77591705,-1.76010501,Kenya,Morijo,1,8,Topsoil,31.88,1.51,6.17,0.1037056,0.1870525,5.73,16.26250001,875,1572,76.87803705,Grassland
icr042007,35.77539825,-1.72190201,Kenya,Morijo,2,2,Subsoil,77.965,1.15,7.84,0.1643224,0.1336379,35.64,16.22916659,886,1564,81.01856103,Other
icr042021,35.77387619,-1.73245299,Kenya,Morijo,2,9,Subsoil,75.874,1.9,7.49,0.1369806,0.1674355,28.4,16.39166675,877,1582,86.1176147,Other
icr042025,35.78072357,-1.70595801,Kenya,Morijo,3,1,Subsoil,47.4665,1.16,5.98,0.0983576,0.2789207,5.09,15.59583326,916,1505,84.15797172,Cropland
icr042033,35.7759285,-1.70827496,Kenya,Morijo,3,5,Subsoil,64.109,1.35,6.58,0.086665,0.1114935,10.09,15.59583326,916,1505,78.12277516,Cropland
icr042037,35.78064728,-1.701105,Kenya,Morijo,3,7,Subsoil,67.389,1.31,6.65,0.1601684,0.2995752,7.23,15.59583326,916,1505,88.35962733,Cropland
icr042039,35.7810936,-1.70485199,Kenya,Morijo,3,8,Subsoil,41.57,0.97,5.99,0.0701126,0.1234901,4.72,15.59583326,916,1505,84.064079,Grassland
icr042043,35.77825165,-1.70970202,Kenya,Morijo,3,10,Subsoil,35.171,0.45,6.39,0.102881,0.1840969,1.57,15.96249994,899,1538,89.86357016,Grassland
icr042046,35.78086853,-1.69287503,Kenya,Morijo,4,2,Subsoil,38.483,2.18,5.31,0.330234,0.3297398,4.74,15.05416654,953,1459,90.32691223,Other
icr042053,35.77819824,-1.68711698,Kenya,Morijo,4,6,Subsoil,75.134,1.72,5.57,0.320048,0.5677077,5.1,14.54166681,982,1421,94.43798368,Other
icr042056,35.77696991,-1.68900704,Kenya,Morijo,4,8,Subsoil,71.127,1.8,5.97,0.2317251,0.4704489,10.1,14.54166681,982,1421,91.50561057,Other
icr042065,35.7983284,-1.75110698,Kenya,Morijo,5,3,Subsoil,47.712,1.22,7.08,0.0730614,0.2485803,9.21,16.17916656,887,1557,79.95475053,Grassland
icr042066,35.80115891,-1.75462794,Kenya,Morijo,5,4,Topsoil,54.674,1.22,7.25,0.157324,0.2138503,17.13,16.07500013,895,1544,91.52845866,Grassland
icr042069,35.79858398,-1.75065005,Kenya,Morijo,5,5,Subsoil,65.564,1.06,6.19,0.1261442,0.2414556,5.93,16.17916656,887,1557,90.33168786,Grassland
icr042070,35.80015182,-1.75445199,Kenya,Morijo,5,6,Topsoil,26.755,0.59,7.71,0.0545339,0.0925066,10.78,16.07500013,895,1544,91.42918143,Grassland
icr042074,35.79964447,-1.75745797,Kenya,Morijo,5,9,Topsoil,35.826,1.26,6.3,0.0747814,0.1593711,10,16.17916656,887,1557,81.72857601,Grassland
icr042075,35.79964447,-1.75745797,Kenya,Morijo,5,9,Subsoil,43.995,0.99,6.94,0.133731,0.1776234,16.4,16.17916656,887,1557,83.21489356,Grassland
icr042077,35.79436111,-1.75429201,Kenya,Morijo,5,10,Subsoil,34.138,0.91,6.56,0.0527097,0.1328912,7.03,16.17916656,887,1557,78.69087136,Grassland
icr042080,35.80312347,-1.73334205,Kenya,Morijo,6,2,Topsoil,65.609,1.22,7.26,0.1598601,0.142605,32.44,16.09583314,900,1554,93.24577341,Other
icr042082,35.80267715,-1.72688997,Kenya,Morijo,6,3,Topsoil,75.701,1.53,7.12,0.1964034,0.1759566,40.41,16.28333334,888,1569,91.92265299,Other
icr042083,35.80267715,-1.72688997,Kenya,Morijo,6,3,Subsoil,78.966,1.28,7.49,0.2065773,0.1844196,41.27,16.28333334,888,1569,91.45769678,Other
icr042089,35.79928589,-1.73510802,Kenya,Morijo,6,6,Subsoil,71.17,1.2,7.83,0.174876,0.1724696,35.41,16.01666659,904,1547,92.97305606,Other
icr042102,35.80506134,-1.70929802,Kenya,Morijo,7,3,Subsoil,54.804,1.08,5.39,0.1379021,0.3284373,5.62,16.02500002,905,1538,90.08236464,Grassland
icr042103,35.80487823,-1.71209705,Kenya,Morijo,7,4,Topsoil,58.643,1.9,6.07,0.0867828,0.1644935,14.78,16.02500002,905,1538,78.04524877,Grassland
icr042107,35.80155945,-1.71252501,Kenya,Morijo,7,6,Subsoil,67.682,1.18,7.04,0.1093664,0.1263315,15.83,16.02500002,905,1538,84.47568236,Grassland
icr042108,35.79957581,-1.70866501,Kenya,Morijo,7,7,Topsoil,44.156,1.38,6.11,0.1096065,0.4518671,7.67,16.10833347,892,1545,87.17869269,Grassland
icr042109,35.79957581,-1.70866501,Kenya,Morijo,7,7,Subsoil,38.856,0.95,6.37,0.1030649,0.4675595,10.7,16.10833347,892,1545,86.52798138,Grassland
icr042113,35.80049515,-1.70868194,Kenya,Morijo,7,10,Topsoil,50.994,1.37,6.15,0.1943892,0.3163437,4.92,16.02500002,905,1538,91.94884287,Other
icr042114,35.80049515,-1.70868194,Kenya,Morijo,7,10,Subsoil,65.409,1.15,5.75,0.2054936,0.3223468,3.92,16.02500002,905,1538,93.48717869,Other
icr042117,35.80121613,-1.67825699,Kenya,Morijo,8,2,Topsoil,72.877,3.63,6.26,0.3112573,0.3816636,11.25,14.0041667,1016,1381,89.56870464,Grassland
icr042118,35.80121613,-1.67825699,Kenya,Morijo,8,2,Subsoil,78.106,2.42,6.16,0.379932,0.4911113,8.94,14.0041667,1016,1381,92.3206473,Grassland
icr042121,35.79844666,-1.68163502,Kenya,Morijo,8,4,Topsoil,29.321,2.11,6.03,0.0908719,0.1060284,3.26,14.6833334,970,1429,87.206245,Other
icr042122,35.80476761,-1.68410301,Kenya,Morijo,8,5,Topsoil,47.812,1.37,6.23,0.1597871,0.2855289,4.78,15.28333338,944,1470,89.26457696,Other
icr042132,35.80176926,-1.68664002,Kenya,Morijo,8,10,Topsoil,62.436,2.58,6.76,0.2165979,0.3585681,8.38,15.28333338,944,1470,88.88000428,Other
icr042141,35.8225708,-1.75320995,Kenya,Morijo,9,5,Topsoil,30.302,1.6,6.38,0.0892457,0.3039226,5.32,15.89166677,963,1496,81.80443827,Forest
icr042142,35.8225708,-1.75320995,Kenya,Morijo,9,5,Subsoil,31.437,1.3,5.92,0.102693,0.4100331,3.91,15.89166677,963,1496,84.20912969,Forest
icr042146,35.82605362,-1.75258803,Kenya,Morijo,9,7,Subsoil,50.411,1.3,6.44,0.1302876,0.3405976,5.42,16.17500003,984,1503,86.26367121,Forest
icr042147,35.82688141,-1.75109696,Kenya,Morijo,9,8,Topsoil,57.643,1.89,7.19,0.1570803,0.3346956,21.01,16.17500003,984,1503,78.5344009,Grassland
icr042148,35.82688141,-1.75109696,Kenya,Morijo,9,8,Subsoil,55.11,1,7.99,0.2325417,0.3500202,26.15,16.17500003,984,1503,89.09201572,Grassland
